scenario_id,state,pattern,pattern_label,pattern_color,wholesaler_count,is_split
52_12_11_25_4,CO,WH+FI merged,"WH + FI merged, one rep",#b2a0d6,3,False
52_12_11_25_4,CT,partial,one or two channels,#f3e79b,2,True
52_12_11_25_4,DC,three channels,"three channels, three reps",#a6cee3,3,False
52_12_11_25_4,DE,three channels,"three channels, three reps",#a6cee3,3,False
52_12_11_25_4,FL,three channels,"three channels, three reps",#a6cee3,4,True
52_12_11_25_4,GA,three channels,"three channels, three reps",#a6cee3,4,True
52_12_11_25_4,IA,three channels,"three channels, three reps",#a6cee3,3,False
52_12_11_25_4,ID,WH+FI merged,"WH + FI merged, one rep",#b2a0d6,3,False
52_12_11_25_4,IL,three channels,"three channels, three reps",#a6cee3,6,True
52_12_11_25_4,IN,three channels,"three channels, three reps",#a6cee3,5,True
52_12_11_25_4,KS,WH+FI merged,"WH + FI merged, one rep",#b2a0d6,4,False
52_12_11_25_4,KY,three channels,"three channels, three reps",#a6cee3,3,False
52_12_11_25_4,LA,three channels,"three channels, three reps",#a6cee3,3,False
52_12_11_25_4,MA,partial,one or two channels,#f3e79b,2,True
52_12_11_25_4,MD,three channels,"three channels, three reps",#a6cee3,3,False
52_12_11_25_4,ME,partial,one or two channels,#f3e79b,2,True
52_12_11_25_4,MI,three channels,"three channels, three reps",#a6cee3,4,True
52_12_11_25_4,MN,three channels,"three channels, three reps",#a6cee3,3,False
52_12_11_25_4,MO,three channels,"three channels, three reps",#a6cee3,4,False
52_12_11_25_4,MS,WH+FI merged,"WH + FI merged, one rep",#b2a0d6,4,False
52_12_11_25_4,MT,WH+FI merged,"WH + FI merged, one rep",#b2a0d6,2,False
52_12_11_25_4,NC,three channels,"three channels, three reps",#a6cee3,3,False
52_12_11_25_4,ND,WH+FI merged,"WH + FI merged, one rep",#b2a0d6,2,False
52_12_11_25_4,NE,WH+FI merged,"WH + FI merged, one rep",#b2a0d6,2,False
52_12_11_25_4,NH,partial,one or two channels,#f3e79b,2,True
52_12_11_25_4,NJ,three channels,"three channels, three reps",#a6cee3,5,True
52_12_11_25_4,NM,WH+FI merged,"WH + FI merged, one rep",#b2a0d6,4,False
52_12_11_25_4,NV,WH+FI merged,"WH + FI merged, one rep",#b2a0d6,4,False
52_12_11_25_4,NY,three channels,"three channels, three reps",#a6cee3,7,True
52_12_11_25_4,OH,three channels,"three channels, three reps",#a6cee3,4,True
52_12_11_25_4,OK,WH+FI merged,"WH + FI merged, one rep",#b2a0d6,4,False
52_12_11_25_4,OR,three channels,"three channels, three reps",#a6cee3,3,False
52_12_11_25_4,PA,three channels,"three channels, three reps",#a6cee3,6,True
52_12_11_25_4,RI,partial,one or two channels,#f3e79b,2,True
52_12_11_25_4,SC,three channels,"three channels, three reps",#a6cee3,3,False
52_12_11_25_4,SD,WH+FI merged,"WH + FI merged, one rep",#b2a0d6,2,False
52_12_11_25_4,TN,three channels,"three channels, three reps",#a6cee3,4,True
52_12_11_25_4,TX,three channels,"three channels, three reps",#a6cee3,4,True
52_12_11_25_4,UT,WH+FI merged,"WH + FI merged, one rep",#b2a0d6,4,False
52_12_11_25_4,VA,three channels,"three channels, three reps",#a6cee3,3,False
52_12_11_25_4,VT,partial,one or two channels,#f3e79b,2,True
52_12_11_25_4,WA,three channels,"three channels, three reps",#a6cee3,3,False
52_12_11_25_4,WI,three channels,"three channels, three reps",#a6cee3,3,False
52_12_11_25_4,WV,three channels,"three channels, three reps",#a6cee3,3,False
52_12_11_25_4,WY,WH+FI merged,"WH + FI merged, one rep",#b2a0d6,2,False
52_12_11_25_4,CA,three channels,"three channels, three reps",#a6cee3,9,True
52_12_10_25_5,AL,three channels,"three channels, three reps",#a6cee3,3,False
52_12_10_25_5,AR,WH+FI merged,"WH + FI merged, one rep",#b2a0d6,3,False
52_12_10_25_5,AZ,WH+FI merged,"WH + FI merged, one rep",#b2a0d6,3,False
52_12_10_25_5,CO,WH+FI merged,"WH + FI merged, one rep",#b2a0d6,2,False
52_12_10_25_5,CT,partial,one or two channels,#f3e79b,2,True
52_12_10_25_5,DC,three channels,"three channels, three reps",#a6cee3,3,False
52_12_10_25_5,DE,three channels,"three channels, three reps",#a6cee3,3,False
52_12_10_25_5,FL,three channels,"three channels, three reps",#a6cee3,4,True
52_12_10_25_5,GA,three channels,"three channels, three reps",#a6cee3,4,True
52_12_10_25_5,IA,WH+FI merged,"WH + FI merged, one rep",#b2a0d6,3,False
52_12_10_25_5,ID,WH+FI merged,"WH + FI merged, one rep",#b2a0d6,2,False
52_12_10_25_5,IL,three channels,"three channels, three reps",#a6cee3,5,True
52_12_10_25_5,IN,three channels,"three channels, three reps",#a6cee3,4,True
52_12_10_25_5,KS,WH+FI merged,"WH + FI merged, one rep",#b2a0d6,3,False
52_12_10_25_5,KY,three channels,"three channels, three reps",#a6cee3,3,False
52_12_10_25_5,LA,three channels,"three channels, three reps",#a6cee3,3,False
52_12_10_25_5,MA,partial,one or two channels,#f3e79b,2,True
52_12_10_25_5,MD,three channels,"three channels, three reps",#a6cee3,3,False
52_12_10_25_5,ME,partial,one or two channels,#f3e79b,2,True
52_12_10_25_5,MI,three channels,"three channels, three reps",#a6cee3,5,True
52_12_10_25_5,MN,three channels,"three channels, three reps",#a6cee3,3,False
52_12_10_25_5,MO,WH+FI merged,"WH + FI merged, one rep",#b2a0d6,3,False
52_12_10_25_5,MS,WH+FI merged,"WH + FI merged, one rep",#b2a0d6,3,False
52_12_10_25_5,MT,WH+FI merged,"WH + FI merged, one rep",#b2a0d6,1,False
52_12_10_25_5,NC,three channels,"three channels, three reps",#a6cee3,4,True
52_12_10_25_5,ND,WH+FI merged,"WH + FI merged, one rep",#b2a0d6,1,False
52_12_10_25_5,NE,WH+FI merged,"WH + FI merged, one rep",#b2a0d6,1,False
52_12_10_25_5,NH,partial,one or two channels,#f3e79b,2,True
52_12_10_25_5,NJ,three channels,"three channels, three reps",#a6cee3,4,True
52_12_10_25_5,NM,WH+FI merged,"WH + FI merged, one rep",#b2a0d6,3,False
52_12_10_25_5,NV,WH+FI merged,"WH + FI merged, one rep",#b2a0d6,3,False
52_12_10_25_5,NY,three channels,"three channels, three reps",#a6cee3,7,True
52_12_10_25_5,OH,three channels,"three channels, three reps",#a6cee3,4,True
52_12_10_25_5,OK,WH+FI merged,"WH + FI merged, one rep",#b2a0d6,3,False
52_12_10_25_5,OR,WH+FI merged,"WH + FI merged, one rep",#b2a0d6,3,False
52_12_10_25_5,PA,three channels,"three channels, three reps",#a6cee3,6,True
52_12_10_25_5,RI,partial,one or two channels,#f3e79b,2,True
52_12_10_25_5,SC,three channels,"three channels, three reps",#a6cee3,3,False
52_12_10_25_5,SD,WH+FI merged,"WH + FI merged, one rep",#b2a0d6,1,False
52_12_10_25_5,TN,three channels,"three channels, three reps",#a6cee3,4,True
52_12_10_25_5,TX,three channels,"three channels, three reps",#a6cee3,4,True
52_12_10_25_5,UT,WH+FI merged,"WH + FI merged, one rep",#b2a0d6,3,False
52_12_10_25_5,VA,three channels,"three channels, three reps",#a6cee3,3,False
52_12_10_25_5,VT,partial,one or two channels,#f3e79b,2,True
52_12_10_25_5,WA,WH+FI merged,"WH + FI merged, one rep",#b2a0d6,3,False
52_12_10_25_5,WI,three channels,"three channels, three reps",#a6cee3,3,False
52_12_10_25_5,WV,three channels,"three channels, three reps",#a6cee3,3,False
52_12_10_25_5,WY,WH+FI merged,"WH + FI merged, one rep",#b2a0d6,1,False
52_12_10_25_5,CA,three channels,"three channels, three reps",#a6cee3,8,True
